頭立ちのポーズ (別名: ヘッドスタンド)	頭立ちのポーズ (別名: ヘッドスタンド)ですね。難易度は上級です。ジャンルは逆転です。首 / 腕 / お腹 / 体幹を使います。僧帽筋 / 腹筋 / 上腕三頭筋 / 体幹にトレーニング効果があります。内臓の働き / 自律神経改善 / バランス感覚と集中力に効果があります。注意事項として、高血圧、低血圧、心臓疾患、頭痛、骨粗しょう症、目のトラブル、首のトラブル、肩のトラブル、背中のトラブル、生理中、妊娠中の時にこのポーズは行わないでください。
支えのある頭立ちのポーズ (別名: 三点倒立のポーズ)	支えのある頭立ちのポーズ (別名: 三点倒立のポーズ)ですね。難易度は上級です。ジャンルは逆転です。首 / 腕 / お腹 / 体幹を使います。僧帽筋 / 腹筋 / 上腕三頭筋 / 体幹にトレーニング効果があります。内臓の働き / 自律神経改善 / バランス感覚 / 血行促進と集中力 / リフレッシュに効果があります。注意事項として、高血圧、低血圧、心臓疾患、頭痛、骨粗しょう症、目のトラブル、首のトラブル、肩のトラブル、手首のトラブル、背中のトラブル、生理中、妊娠中の時にこのポーズは行わないでください。
板のポーズ (別名: プランクポーズ)	板のポーズ (別名: プランクポーズ)ですね。難易度は初級です。ジャンルはアームバランスです。腕 / お腹 / お尻 / 体幹を使います。上腕三頭筋 / 腹筋 / 臀筋 / 体幹にトレーニング効果があります。疲労回復 / 姿勢改善とアクティブに効果があります。注意事項として、手首のトラブル、肩のトラブルの時にこのポーズは行わないでください。
ドルフィンプランクポーズ (別名: ハーフプランクポーズ)	ドルフィンプランクポーズ (別名: ハーフプランクポーズ)ですね。難易度は初級です。ジャンルはアームバランスです。腕 / お腹 / お尻 / 体幹を使います。上腕二頭筋 / 腹筋 / 臀筋 / 体幹にトレーニング効果があります。疲労回復 / 姿勢改善とアクティブに効果があります。注意事項として、手首のトラブル、肩のトラブルの時にこのポーズは行わないでください。
四肢のポーズ (別名: 四肢を支える杖のポーズ、四点杖のポーズ)	四肢のポーズ (別名: 四肢を支える杖のポーズ、四点杖のポーズ)ですね。難易度は上級です。ジャンルはアームバランスです。腕 / お腹 / お尻 / 体幹を使います。上腕二頭筋 / 腹筋 / 臀筋 / 体幹にトレーニング効果があります。疲労回復 / 姿勢改善と集中力に効果があります。注意事項として、手首のトラブル、ひじのトラブルの時にこのポーズは行わないでください。
八肢のポーズ (別名: 八点のポーズ)	八肢のポーズ (別名: 八点のポーズ)ですね。難易度は初級です。ジャンルはアームバランスです。腕 / お腹を使います。上腕二頭筋 / 腹筋にトレーニング効果があります。姿勢改善と集中力に効果があります。注意事項として、手首のトラブル、妊娠中の時にこのポーズは行わないでください。
横向きの板のポーズ (別名: 聖者ヴァシシュタのポーズ、斜面のポーズ、賢者のポーズ、サイドプランクポーズ)	横向きの板のポーズ (別名: 聖者ヴァシシュタのポーズ、斜面のポーズ、賢者のポーズ、サイドプランクポーズ)ですね。難易度は中級です。ジャンルはアームバランスです。腕 / お腹 / 太もも / 体幹を使います。腹筋 / ハムストリングス / 体幹にトレーニング効果があります。冷えと疲労回復 / 姿勢改善 / バランス感覚と集中力に効果があります。注意事項として、手首のトラブル、肩のトラブルの時にこのポーズは行わないでください。
鶴のポーズ	鶴のポーズですね。難易度は中級です。ジャンルはアームバランスです。腕 / お腹 / 体幹を使います。上腕三頭筋 / 腹筋 / 体幹にトレーニング効果があります。冷えとバランス感覚 / 内臓の働きと集中力に効果があります。注意事項として、手首のトラブル、肩のトラブル、生理中、妊娠中、高血圧の時にこのポーズは行わないでください。
聖者のバランスポーズ (別名: 聖者・賢人ガーラヴァのポーズ、片足のガーラヴァのポーズ、飛ぶ鳩のポーズ)	聖者のバランスポーズ (別名: 聖者・賢人ガーラヴァのポーズ、片足のガーラヴァのポーズ、飛ぶ鳩のポーズ)ですね。難易度は超上級です。ジャンルはアームバランスです。腕 / お腹 / お尻 / 体幹を使います。上腕三頭筋 / 腹筋 / 臀筋 / 体幹にトレーニング効果があります。冷えとバランス感覚 / 内臓の働きとリフレッシュ / 集中力に効果があります。注意事項として、手首のトラブル、肩のトラブル、生理中、妊娠中、高血圧の時にこのポーズは行わないでください。
孔雀の羽のポーズ (別名: 羽を立てた孔雀のポーズ)	孔雀の羽のポーズ (別名: 羽を立てた孔雀のポーズ)ですね。難易度は上級です。ジャンルは逆転 / アームバランスです。胸 / 腕 / お腹 / 体幹を使います。胸筋 / 上腕三頭筋 / 腹筋 / 体幹にトレーニング効果があります。冷えとバランス感覚 / 内臓の働き / 呼吸機能UPとリフレッシュ / 集中力に効果があります。注意事項として、高血圧、低血圧、頭痛、首のトラブル、肩のトラブル、背中のトラブル、腰のトラブル、目のトラブル、妊娠中、生理中の時にこのポーズは行わないでください。
片足を腕にかけるポーズ (別名: 片端を腕にのせた腕立ちのポーズ、象の鼻のポーズ)	片足を腕にかけるポーズ (別名: 片端を腕にのせた腕立ちのポーズ、象の鼻のポーズ)ですね。難易度は上級です。ジャンルはアームバランスです。腕 / 体幹を使います。上腕二頭筋 / 体幹にトレーニング効果があります。バランス感覚 / 内臓の働きとアクティブに効果があります。注意事項として、手首のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
蛍(ホタル)のポーズ (別名: 蛍のバランス)	蛍(ホタル)のポーズ (別名: 蛍のバランス)ですね。難易度は上級です。ジャンルはアームバランスです。腕　/ お腹 / 太もも / 体幹を使います。上腕三頭筋 / 腹筋 / ハムストリングス / 体幹にトレーニング効果があります。肩こりとバランス感覚 / 内臓の働きと集中力に効果があります。注意事項として、手首のトラブル、肩のトラブル、ひざのトラブル、妊娠中の時にこのポーズは行わないでください。
聖者カウンディニャのポーズ1 (別名: 賢人カウンディニャに捧げるポーズ1、賢者のバランス1)	聖者カウンディニャのポーズ1 (別名: 賢人カウンディニャに捧げるポーズ1、賢者のバランス1)ですね。難易度は上級です。ジャンルはアームバランス / ねじりです。腕 / お腹 / 太もも / 体幹を使います。上腕三頭筋 / 腹筋 / ハムストリングス / 体幹にトレーニング効果があります。バランス感覚 / 内臓の働きとリフレッシュ / 集中力に効果があります。注意事項として、手首のトラブル、肩のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
聖者カウンディニャのポーズ2 (別名: 賢人カウンディニャに捧げるポーズ2、賢者のバランス2)	聖者カウンディニャのポーズ2 (別名: 賢人カウンディニャに捧げるポーズ2、賢者のバランス2)ですね。難易度は上級です。ジャンルはアームバランスです。腕 / お腹 / 太もも / 体幹を使います。上腕三頭筋 / 腹筋 / ハムストリングス / 体幹にトレーニング効果があります。バランス感覚とリフレッシュ / 集中力に効果があります。注意事項として、手首のトラブル、肩のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
片足を伸ばした鶴のポーズ1	片足を伸ばした鶴のポーズ1ですね。難易度は超上級です。ジャンルはアームバランスです。腕 / お腹 / 体幹を使います。上腕三頭筋 / 腹筋 / 体幹にトレーニング効果があります。冷えとバランス感覚 / 内臓の働きとリフレッシュ / 集中力に効果があります。注意事項として、手首のトラブル、肩のトラブルの時にこのポーズは行わないでください。
ワイルドシングス (別名: 野生のポーズ)	ワイルドシングス (別名: 野生のポーズ)ですね。難易度は中級です。ジャンルはアームバランス / 後屈です。胸 / お尻を使います。大胸筋 / 臀筋にトレーニング効果があります。呼吸機能UP / 姿勢改善 / 疲労回復とリフレッシュ / アクティブに効果があります。注意事項として、手首のトラブル、肩のトラブル、腰のトラブルの時にこのポーズは行わないでください。
聖者ヴィシュヴァーミトラのポーズ	聖者ヴィシュヴァーミトラのポーズですね。難易度は超上級です。ジャンルはアームバランス / ねじりです。お腹 / 体幹 / 股間節 / 太ももを使います。腹筋 / 体幹 / 腸腰筋 / ハムストリングスにトレーニング効果があります。冷えと呼吸機能UP / バランス感覚と集中力に効果があります。注意事項として、手首のトラブル、肩のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
